title,visits,year,month
kress online,354.924,2002,1
L'TUR Last Minute Online,1.420.107,2002,1
LAUT.der musikkanal.,515.197,2002,1
Liebe Suende Online,236.339,2002,1
Liebe.de,1.072.714,2002,1
Life-TV,7.465,2002,1
Lifeline-Gesundheitsberater,662.752,2002,1
Lissy-Online,68.199,2002,1
Live in Concert online,707,2002,1
Living at home,290.803,2002,1
LN-online,131.721,2002,1
LR-Online,76.912,2002,1
LVZ-Online,175.050,2002,1
LZ-Online,30.173,2002,1
LZ|NET,202.153,2002,1
Mac-Online-Kombi,194.263,2002,1
Macwelt,477.653,2002,1
Maerkische Allgemeine.de,48.611,2002,1
Märkische Oderzeitung Online,32.963,2002,1
Main-Echo Online,92.145,2002,1
Main-Netz,35.438,2002,1
Main-Shop,2.525,2002,1
mainpost.de,189.194,2002,1
manager magazin online,1.280.704,2002,1
Managers Health,4.252,2002,1
Markt - Lippe,12.093,2002,1
MAX Online,1.238.987,2002,1
Media-Daten.com,51.736,2002,1
mein berlin,771.620,2002,1
Mein-Gesundheitszentrum,231,2002,1
mobile.de Der Automarkt,10.201.922,2002,1
moneyspecial,67.830,2002,1
Morgenweb,240.315,2002,1
Motorrad-Online,208.323,2002,1
motorrad.net,100.693,2002,1
Mountainbike.de,23.829,2002,1
mt-online,50.522,2002,1
mtv.de,1.243.341,2002,1
multimedia.de,65.741,2002,1
MVweb,137.675,2002,1
mz-web.de,135.073,2002,1
n-tv online,4.252.996,2002,1
NBC GIGA,3.644.075,2002,1
NETedition,254.888,2002,1
NetworkWorld Germany,163.224,2002,1
Netzmarkt-Deutschlands erstes Internet-Kaufhaus,739.263,2002,1
Neue OZ online,148.020,2002,1
Nightloop,142.841,2002,1
Nikodemus,22,2002,1
Noe Astro,414.602,2002,1
Nordbayern Infonet,380.269,2002,1
NordClick,71.560,2002,1
Nordkurier-Online,62.028,2002,1
Nordsee-Zeitung online,46.853,2002,1
nordwest.net - Die ganze Region auf einen Klick,223.430,2002,1
NRZ Online,126.745,2002,1
NW-News,160.256,2002,1
NWZ-Online,59.561,2002,1
Oberpfalznetz,56.534,2002,1
Oktoberfest online,31.392,2002,1
oldie.fm-Homepage,15.546,2002,1
OnVista.de - Spezialist für Finanzinformationen im...,4.932.358,2002,1
ONYX,135.143,2002,1
Ostfriesen-Zeitung online,31.363,2002,1
Ostsee-Zeitung.de,134.346,2002,1
OTZ Online,47.185,2002,1
OWL Online,93.612,2002,1
PC GO,204.390,2002,1
PC Pr@xis Networld,152.986,2002,1
PC-MAGAZIN,563.538,2002,1
PC-WELT,3.656.776,2002,1
pcgames.de,859.844,2002,1
Perlentaucher,132.540,2002,1
PERRY RHODAN HOMEPAGE,64.296,2002,1
Pfälzischer Merkur Online,6.228,2002,1
Platow Online,73.411,2002,1
Playboy.de,910.601,2002,1
PNP-Online,165.243,2002,1
Praline interaktiv,3.953.986,2002,1
Produktsuchmaschine,140.342,2002,1
ProSieben Club&Shop,62.271,2002,1
ProSieben Online,2.292.174,2002,1
publish.de,35.547,2002,1
publity - the new way to invest,4.868,2002,1
Pützchens Markt,1.261,2002,1
Qualimedic.de,552.249,2002,1
Radio Bonn/Rhein-Sieg,11.931,2002,1
RADIO ENERGY NETWORK,263.310,2002,1
Radio Hamburg,113.131,2002,1
RADIO PSR,115.061,2002,1
Radio Regenbogen,261.923,2002,1
Radio Salue,324.879,2002,1
radio SAW,88.180,2002,1
Radio Tele FFH-Server,568.238,2002,1
radionora.de,17.695,2002,1
Red Seven Online,615.356,2002,1
REISE & PREISE online,75.481,2002,1
Revier Markt & Annoncen Avis - Kleinanzeigen NRW,578.802,2002,1
Revier Markt - Annoncen AVIS,542.744,2002,1
Rhein Main Presse/Main-Rheiner,309.752,2002,1
Rhein-Main.Net,225.054,2002,1
Rheinpfalz-Online,310.137,2002,1
Ricardo.de,1.064.527,2002,1
rp-online,1.994.612,2002,1
RPR Online,151.445,2002,1
rs2.de,337.289,2002,1
rsh.de,176.844,2002,1
RTL World - Gamechannel,3.498.755,2002,1
RTL World - GZSZ,644.880,2002,1
RTL World - RTL 2,996.173,2002,1
RTL World - TOGGO (Super RTL),1.053.357,2002,1
RTL.de,12.338.840,2002,1
RTV de,80.802,2002,1
RUND-UMS-BABY,339.653,2002,1
RZ-Online,1.116.583,2002,1
Saarland Online,233.553,2002,1
Saarland-Networx / SZ-Newsline,146.783,2002,1
SAT 1 Online,2.945.322,2002,1
schuelerjobs.de - Arbeit für Schüler und Studenten,44.002,2002,1
Schwäbische Zeitung Online,270.763,2002,1
serc-wildwings,37.120,2002,1
sharper.de,365.143,2002,1
SHZ.DE - about: media,83.752,2002,1
Siegener Zeitung online,30.529,2002,1
SKOL-SÜDKURIER Online,175.218,2002,1
sn-online,7.616,2002,1
Solingen-online,25.399,2002,1
SOUND 7,7.157,2002,1
Spektrum der Wissenschaft/Wissenschaft online,356.236,2002,1
SPIEGEL ONLINE,15.537.821,2002,1
Sport1,5.065.366,2002,1
Stellen Online,187.129,2002,1
STERN Online,2.215.010,2002,1
Stuttgarter Zeitung online & Stuttgarter...,511.914,2002,1
sueddeutsche.de,2.578.828,2002,1
Südwest Presse Online,16.972,2002,1
Super-Illu.de,451.549,2002,1
SVZ online,122.846,2002,1
SW-ONLINE (SWOL),89.149,2002,1
SZ-Online,375.662,2002,1
Tach auch! - Das Online-Magazin der Bremer...,21.003,2002,1
"taz, die tageszeitung",602.600,2002,1
TecChannel,1.279.043,2002,1
Telekom-Baskets-Bonn,48.287,2002,1
teltarif.de -Kommunikation ganz einfach,1.066.988,2002,1
Thueringer Allgemeine,68.098,2002,1
TOMORROW Online,2.735.896,2002,1
Toms Hardware Guide,878.168,2002,1
top agrar online,78.203,2002,1
Topautomobile.de,32.089,2002,1
travelchannel,624.403,2002,1
Traveltainment,35.161,2002,1
TUI.de,1.261.482,2002,1
TV Movie.de,704.415,2002,1
TV SPIELFILM Online,911.670,2002,1
TV TODAY Network,1.424.136,2002,1
TV TODAY Network - Kostenlos,1.420.647,2002,1
TV TODAY Network - myToday,64.469,2002,1
TV TODAY Network - Online Today,186.995,2002,1
TV TOTAL,1.673.269,2002,1
TW network,101.603,2002,1
Twnetwork.de Englisch,32.213,2002,1
UBOOT,13.294.995,2002,1
Umzug nach Bonn,5.136,2002,1
Varta Hotel- und Restaurantführer,155.516,2002,1
VDI-Nachrichten online,65.426,2002,1
Vectrum - Der  Suchkatalog,111.047,2002,1
Vereinigte Wirtschaftsdienste - vwd Internet...,487.061,2002,1
vidado,216.084,2002,1
Virtueller Marktplatz - Treffpunkt Niederbayern,13.071,2002,1
Virtueller Marktplatz Bayern,35.383,2002,1
"Volksstimme, Magdeburg",78.929,2002,1
VOX,499.204,2002,1
w&v-online,508.057,2002,1
Wahre Liebe Online,1.090.358,2002,1
Wallstreet-Online,3.228.175,2002,1
Waterpolo World,44.406,2002,1
WAZ Online,309.129,2002,1
Webbes,19.454,2002,1
Wekanet,11.282,2002,1
Wer liefert was?; WLW-ONLINE,888.753,2002,1
Weser Kurier Online,57.680,2002,1
Westline,501.879,2002,1
wetter.com,1.001.299,2002,1
wetter.net,1.213.337,2002,1
WetterOnline,3.755.776,2002,1
WirtschaftsWoche,598.889,2002,1
Wochenquiz,58.185,2002,1
WP Online,65.958,2002,1
WR Online,111.432,2002,1
www.start.de - raus per maus,214.749,2002,1
WZ-newsline (Westdeutsche Zeitung),84.697,2002,1
Xonio - Das Tor zur mobilen Welt,513.583,2002,1
Yam.de,634.639,2002,1
Yellowmap,573.829,2002,1
Young Professional,15.756,2002,1
ZDNet,3.743.014,2002,1
Zeit im Internet,1.010.794,2002,1
ZET.NET Community,71.507,2002,1
ZET.NET Spickzettel,188.468,2002,1
Zweite Hand Automarkt,67.293,2002,1
Zweite Hand Bootshandel,28.588,2002,1
Zweite Hand.de - Ihr Anzeigenmarkt für Berlin,578.450,2002,1
104.6 RTL Online,66.775,2002,2
[030] - Das Stadtmagazin für Berlin,39.260,2002,2
Aachener Nachrichten,79.520,2002,2
Aachener Zeitung,99.504,2002,2
abenteuer und reisen,114.490,2002,2
Absatzwirtschaft-Online,28.038,2002,2
Aerzte Zeitung Online,255.498,2002,2
Agenturcafe,27.397,2002,2
All-in.de,68.740,2002,2
Allegra,309.127,2002,2
Allesklar,1.633.495,2002,2
almeda.de - Ihr Gesundheitsnetz,290.567,2002,2
AMICA Online,1.411.792,2002,2
Antenne Bayern,1.981.552,2002,2
AOL Homepage,13.555.136,2002,2
ARIVA.DE,686.545,2002,2
ASTROWOCHE,603.350,2002,2
AUDIMAX - Online,30.021,2002,2
Augsburger Allgemeine Online,206.122,2002,2
ausderluft,82.445,2002,2
Auto Bild Online,685.625,2002,2
Autohandel-Net,40.869,2002,2
Autohaus Online,82.809,2002,2
Baden Online,82.642,2002,2
baden24.de,127.201,2002,2
Badische Zeitung Online,205.161,2002,2
BauNetz,271.630,2002,2
Beig Verlag,12.092,2002,2
Bellevue (Tomorrow- Networld),109.983,2002,2
Berlin 1,1.687.846,2002,2
Berliner Rundfunk.de,9.552,2002,2
BerlinOnline,1.696.780,2002,2
Bild der Wissenschaft online,303.446,2002,2
Bild.de,10.693.302,2002,2
bildschirmschoner.de,530.776,2002,2
bizz.de,23.592,2002,2
Bodenseeferien.de,13.517,2002,2
boerse-online.de,844.586,2002,2
boerse.de,1.149.971,2002,2
Bonn XXL,17.471,2002,2
Bonner Illustrierte,19.368,2002,2
Bonnsite,27.805,2002,2
BRAVO.de,1.392.717,2002,2
Bremer Nachrichten Online,14.497,2002,2
Brigitte u. Brigitte Young Miss,1.227.349,2002,2
Bundesliga.de,863.554,2002,2
Business-Guide,106.120,2002,2
Business-Suchdienst,60.654,2002,2
capital.de,100.328,2002,2
CHART-RADIO,352.809,2002,2
CHIP Online,7.796.740,2002,2
ciao.com,989.653,2002,2
CINA,43.202,2002,2
CINEMA Online,644.470,2002,2
City-Guide,140.669,2002,2
CityInfoNetz,157.911,2002,2
cityweb,705.297,2002,2
Computer Channel,1.908.619,2002,2
Computer Partner Online,97.714,2002,2
Computerwoche Online,393.387,2002,2
condomi.com,46.732,2002,2
Consors - Discount-Broker AG,3.701.785,2002,2
Coupé Online,3.498.394,2002,2
de.internet.com,68.471,2002,2
deltaradio,121.183,2002,2
Der Betrieb Online,9.703,2002,2
deutsche getränke wirtschaft,489,2002,2
Deutsche Standards,13.645,2002,2
Deutsches Ärzteblatt - online,121.111,2002,2
Deutsches Entertainment Magazin,749.738,2002,2
DEWEZET.de,73.306,2002,2
DHD24 Online Kleinanzeigen-Datenbank,804.811,2002,2
DIE WELT online,3.477.195,2002,2
Die Wochenshow Online,63.814,2002,2
dk-online (Delmenhorster Kreisblatt),21.323,2002,2
DMEuro.com,429.648,2002,2
Donau.de,137.179,2002,2
donaukurier.de,48.736,2002,2
Düsseldorf Diskret,16.150,2002,2
Echo Online,124.888,2002,2
eComments.de,46.012,2002,2
Edgar,1.917.312,2002,2
EFF 21 - Der Event- und Freizeitfinder,29.345,2002,2
EifelLive,9.625,2002,2
Elektroniknet,86.223,2002,2
Elektronikpraxis.de,7.029,2002,2
Elektrotechnik.de,6.398,2002,2
ELLE,139.502,2002,2
Eltern.de,410.879,2002,2
Emder Zeitung.de,7.203,2002,2
ENERGY Sachsen,35.771,2002,2
Evita,740.399,2002,2
Express Online,1.453.152,2002,2
Fachzeitschriften Portal,5.641,2002,2
Falk online,1.752.447,2002,2
Familie & Co-Online,119.845,2002,2
Fashionseek.net,11.616,2002,2
FAZ.NET,1.580.099,2002,2
Financial Times Deutschland,1.850.518,2002,2
finanzen.net - Internetservice für Kapitalanleger,424.028,2002,2
Finanztreff.de,2.895.765,2002,2
FIT FOR FUN Online,438.762,2002,2
Flyer,22.664,2002,2
FNweb,17.302,2002,2
FOCUS ONLINE,6.868.334,2002,2
FOCUS-MONEY ONLINE,164.195,2002,2
Forum-Verlag online/Forum Architektur,2.423,2002,2
Fränkischer Tag Online,54.068,2002,2
Frankenpost online,90.037,2002,2
Frankfurter Rundschau online,592.774,2002,2
Freie Presse Online,292.099,2002,2
freundin online,472.878,2002,2
Funkschau,23.172,2002,2
GALA Online,69.762,2002,2
GameStar,2.019.522,2002,2
gamigo.de,4.001.626,2002,2
General-Anzeiger Online,354.162,2002,2
General-Anzeiger-Rhauderfehn,31.562,2002,2
GENIOS Internet,12.761,2002,2
GEO Explorer/GEO Saison Traveller,412.659,2002,2
GERMAN HOT 100 COMPANY TRACKER,10.501,2002,2
Gesundheit-aktuell - Ihr Online...,18.569,2002,2
GMX,59.969.582,2002,2
Golfgui.de - Das Golf-Portal,1.356,2002,2
Grafschafter Nachrichten online,21.214,2002,2
GRIN Global Research & Information Network,183.392,2002,2
Guter Rat ! - Das Magazin im Netz,70.422,2002,2
GZ online,29.177,2002,2
Hamburger Morgenpost Online,458.668,2002,2
Handelsblatt Junge Karriere,195.841,2002,2
Handelsblatt.com,2.131.760,2002,2
handy.de,1.156.150,2002,2
happyYuppie.com,38.923,2002,2
Harburger Anzeigen und Nachrichten,26.233,2002,2
HAUS+GARTEN ONLINE,162.696,2002,2
Hausarbeiten.de,936.222,2002,2
Heidenheimer Zeitung online,20.410,2002,2
Heilbronner Stimme online,174.308,2002,2
heise online,15.050.056,2002,2
Hightext iBusiness,196.081,2002,2
Hit Radio Antenne,220.119,2002,2
HitMachine.de,16.236,2002,2
hitradio Antenne1,392.276,2002,2
Hitradioworld,11.087,2002,2
Hochschulanzeiger.de,44.221,2002,2
HORIZONT.NET,290.941,2002,2
"HUNDERT,6 Das Berlin Radio",16.901,2002,2
Idowa Online,37.389,2002,2
IKZ-HAUSTECHNIK-Online,14.235,2002,2
IKZ-online.de (Iserlohner Kreisanzeiger),18.846,2002,2
impulse.de,19.874,2002,2
INTERNET-MAGAZIN,65.654,2002,2
Internetcologne,807.882,2002,2
INTRINET,156.012,2002,2
Jesus-online,70.259,2002,2
Jesus.de,386.589,2002,2
Joe-Max,2.273,2002,2
Kabel 1,336.316,2002,2
Kamelle,37.154,2002,2
kicker online,2.437.941,2002,2
KISS FM,48.792,2002,2
KN-Online,89.513,2002,2
Köln Diskret,63.078,2002,2
Koeln.de,805.189,2002,2
Kölner Stadt-Anzeiger Online,500.992,2002,2
Kölnische Rundschau,133.240,2002,2
Koelnverkehr,34.552,2002,2
Konstanz.de,47.703,2002,2
Konstruktionspraxis.de,3.789,2002,2
Kontaktanzeigen.de,306.524,2002,2
kress online,338.984,2002,2
L'TUR Last Minute Online,1.615.206,2002,2
LAUT. der musikkanal.,495.479,2002,2
Liebe Suende Online,184.776,2002,2
Liebe.de,936.014,2002,2
Life-TV,7.980,2002,2
Lifeline-Gesundheitsberater,554.664,2002,2
Lissy-Online,66.556,2002,2
Live in Concert online,189,2002,2
Living at home,250.326,2002,2
LN-online,127.083,2002,2
LR-Online,74.081,2002,2
LVZ-Online,202.938,2002,2
LZ-Online,30.407,2002,2
LZ|NET,193.162,2002,2
Mac-Online-Kombi,152.862,2002,2
Macwelt,362.559,2002,2
Märkische Oderzeitung Online,32.609,2002,2
MaerkischeAllgemeine.de,54.185,2002,2
Main-Echo Online,92.647,2002,2
Main-Netz,35.537,2002,2
Main-Shop,2.480,2002,2
mainpost.de,183.792,2002,2
manager magazin online,1.214.558,2002,2
Managers Health,5.024,2002,2
Markt - Lippe,7.914,2002,2
MAX Online,1.047.533,2002,2
Media-Daten.com,46.640,2002,2
mein berlin,766.723,2002,2
Mein schöner Garten Online,117.127,2002,2
Mein-Gesundheitszentrum,168,2002,2
mobile.de Der Automarkt,10.516.902,2002,2
moneyspecial,53.338,2002,2
Morgenweb,231.941,2002,2
Motorrad-Online,196.315,2002,2
motorrad.net,114.125,2002,2
Mountainbike.de,26.705,2002,2
mt-online,46.310,2002,2
mtv.de,1.285.575,2002,2
multimedia.de,64.763,2002,2
MVweb,122.822,2002,2
mz-web.de,108.037,2002,2
n-tv online,4.043.482,2002,2
N24 Online,282.605,2002,2
NBC GIGA,3.399.630,2002,2
NETedition,197.811,2002,2
NetworkWorld Germany,149.907,2002,2
Netzmarkt-Deutschlands erstes Internet-Kaufhaus,682.090,2002,2
Neue OZ online,148.585,2002,2
Nightloop,158.120,2002,2
Nikodemus,1.450,2002,2
Noe Astro,354.704,2002,2
Nordbayern Infonet,394.717,2002,2
NordClick,66.569,2002,2
Nordkurier-Online,55.970,2002,2
Nordsee-Zeitung online,44.037,2002,2
nordwest.net - Die ganze Region auf einen Klick,193.988,2002,2
NRZ.de (Neue Ruhr/Rhein Zeitung),144.072,2002,2
NW-News,147.475,2002,2
NWZ-Online,55.670,2002,2
Oberpfalznetz,54.410,2002,2
ÖKO-TEST Verbraucherberatung,2.849,2002,2
Oktoberfest online,32.701,2002,2
oldie.fm-Homepage,15.020,2002,2
OnVista.de - Spezialist für Finanzinformationen im...,4.187.549,2002,2
ONYX,69.921,2002,2
Ostfriesen-Zeitung online,35.142,2002,2
Ostsee-Zeitung.de,127.703,2002,2
OTZ.de (Ostthüringer Zeitung),51.606,2002,2
OWL Online,81.533,2002,2
PC GO,185.611,2002,2
PC Pr@xis Networld,139.334,2002,2
PC-MAGAZIN,493.852,2002,2
PC-WELT,3.453.748,2002,2
pcgames.de,930.188,2002,2
Perlentaucher,136.685,2002,2
PERRY RHODAN HOMEPAGE,58.201,2002,2
Pfälzischer Merkur Online,7.045,2002,2
Pharmazeutische Zeitung online,67.145,2002,2
Platow Online,66.844,2002,2
Playboy.de,853.243,2002,2
PNP-Online,160.238,2002,2
Praline interaktiv,3.484.224,2002,2
PrimusMedia,328.468,2002,2
Produktsuchmaschine,110.623,2002,2
ProSieben Club&Shop,40.489,2002,2
ProSieben Online,2.131.534,2002,2
publish.de,33.247,2002,2
publity - the new way to invest,5.577,2002,2
Pützchens Markt,1.266,2002,2
Qualimedic.de,502.531,2002,2
Radio Bonn/Rhein-Sieg,11.941,2002,2
RADIO ENERGY NETWORK,172.536,2002,2
Radio Hamburg,137.160,2002,2
RADIO PSR,106.598,2002,2
Radio Regenbogen,242.817,2002,2
Radio Salue,330.333,2002,2
radio SAW,71.834,2002,2
Radio Tele FFH-Server,524.748,2002,2
radionora.de,16.008,2002,2
Red Seven Online,488.045,2002,2
REISE & PREISE online,75.935,2002,2
reisen.de,196.610,2002,2
Revier Markt & Annoncen Avis - Kleinanzeigen NRW,556.271,2002,2
Revier Markt - Annoncen AVIS,503.039,2002,2
Rhein Main Presse/Main-Rheiner,306.441,2002,2
Rhein-Main.Net,210.181,2002,2
Rheinpfalz-Online,307.312,2002,2
Ricardo.de,891.797,2002,2
rp-online,1.790.553,2002,2
RPR Online,166.040,2002,2
rs2.de,331.081,2002,2
rsh.de,146.181,2002,2
RTL World - Gamechannel,3.688.624,2002,2
RTL World - GZSZ,600.312,2002,2
RTL World - RTL 2,1.052.648,2002,2
RTL World - TOGGO (Super RTL),1.118.125,2002,2
RTL.de,11.993.048,2002,2
RTV de,172.203,2002,2
RUND-UMS-BABY,310.112,2002,2
RZ-Online,1.010.028,2002,2
Saarland Online,242.727,2002,2
SAT 1 Online,3.033.695,2002,2
Schnigge,49.000,2002,2
schuelerjobs.de - Arbeit für Schüler und Studenten,49.700,2002,2
Schwäbische Zeitung Online,286.500,2002,2
serc-wildwings,25.991,2002,2
sharper.de,427.633,2002,2
SHZ.DE - about: media,82.723,2002,2
Siegener Zeitung online,28.856,2002,2
SKOL-SÜDKURIER Online,198.217,2002,2
sn-online,9.289,2002,2
Solingen-online,23.701,2002,2
SOUND 7,8.056,2002,2
Spektrum der Wissenschaft/Wissenschaft online,292.565,2002,2
SPIEGEL ONLINE,15.241.654,2002,2
Sport1,6.120.101,2002,2
Stadt Freiburg,60.563,2002,2
Stellen Online,193.876,2002,2
stern.de,2.954.962,2002,2
Stuttgarter Zeitung online & Stuttgarter...,497.974,2002,2
sueddeutsche.de,2.513.880,2002,2
Südwest Presse Online,16.029,2002,2
Super-Illu.de,401.276,2002,2
SVZ online,114.430,2002,2
SW-ONLINE (SWOL),83.004,2002,2
SZ-Newsline,136.259,2002,2
SZ-Online,354.481,2002,2
Tach auch! - Das Online-Magazin der Bremer...,18.764,2002,2
"taz, die tageszeitung",528.842,2002,2
TecChannel,1.223.855,2002,2
Technical Investor,435.571,2002,2
Telekom-Baskets-Bonn,46.008,2002,2
teltarif.de -Kommunikation ganz einfach,1.008.081,2002,2
Thueringer-Allgemeine.de,82.362,2002,2
TLZ.de (Thüringische Landeszeitung),21.541,2002,2
TOMORROW Online,2.375.595,2002,2
Toms Hardware Guide,902.360,2002,2
top agrar online,73.196,2002,2
Topautomobile.de,29.675,2002,2
travelchannel,623.700,2002,2
Traveltainment,43.663,2002,2
TUI.de,1.149.628,2002,2
TV Movie.de,636.643,2002,2
TV SPIELFILM Online,707.916,2002,2
TV TODAY,1.029.725,2002,2
TV TODAY Network - Kostenlos,1.280.983,2002,2
TV TODAY Network - myToday,12.611,2002,2
TV TODAY Network - Online Today,166.069,2002,2
TV TOTAL,1.261.367,2002,2
TW network,95.145,2002,2
Twnetwork.de Englisch,29.370,2002,2
UBOOT,12.647.077,2002,2
Umzug nach Bonn,4.551,2002,2
UNICUM online,378.013,2002,2
Varta Hotel- und Restaurantführer,134.863,2002,2
VDI-Nachrichten online,67.339,2002,2
Vectrum - Der  Suchkatalog,106.366,2002,2
Vereinigte Wirtschaftsdienste - vwd Internet...,446.730,2002,2
vidado,203.684,2002,2
Virtueller Marktplatz,17.655,2002,2
Virtueller Marktplatz - Treffpunkt Niederbayern,12.762,2002,2
Virtueller Marktplatz Bayern,30.515,2002,2
"Volksstimme, Magdeburg",86.151,2002,2
VOX,473.452,2002,2
w&v-online,461.332,2002,2
Wahre Liebe Online,1.369.659,2002,2
Wallstreet-Online,2.871.832,2002,2
wap.de,70.252,2002,2
Waterpolo World,49.612,2002,2
